expressionRxns1,expressionRxns2,expressionRxns3
3.24148635237632,3.93623241045632,3.18389029712579
7.52569872516186,9.97727238620332,3.94383926216037
13.8511901205017,9.39326046461207,5.97097849184934
2.16767443814362,0.0634435204246004,0
0.0810664276275782,0,0.727637700698099
-1,-1,-1
3.35508595386238,3.09188670954691,3.91461892042491
-1,-1,-1
-1,-1,-1
5.52884457674217,2.47629733470342,1.45412001105311
6.04885689792213,4.07966096029122,4.09282466725804
-1,-1,-1
2.6672401745051,3.96553194049408,3.67371940636445
2.6672401745051,3.96553194049408,3.67371940636445
4.36475029039699,3.76280051391881,1.97239330903275
4.36475029039699,3.76280051391881,1.97239330903275
4.36475029039699,3.76280051391881,1.97239330903275
4.36475029039699,3.76280051391881,1.97239330903275
3.24148635237632,3.93623241045632,3.18389029712579
3.24148635237632,3.93623241045632,3.18389029712579
0.507840543805522,0.465852415945805,1.21817575188252
5.13933465758529,9.61034038093044,0.891946617392704
2.94499910938373,4.10827547875248,4.87907287620138
3.35170896146412,4.02800885409471,2.95848321974519
2.94499910938373,4.10827547875248,4.87907287620138
2.94499910938373,4.10827547875248,4.87907287620138
3.35170896146412,4.02800885409471,2.95848321974519
3.35170896146412,4.02800885409471,2.95848321974519
2.94499910938373,4.10827547875248,4.87907287620138
3.35170896146412,4.02800885409471,2.95848321974519
2.94499910938373,4.10827547875248,4.87907287620138
3.35170896146412,4.02800885409471,2.95848321974519
2.94499910938373,4.10827547875248,4.87907287620138
3.35170896146412,4.02800885409471,2.95848321974519
2.94499910938373,4.10827547875248,4.87907287620138
3.35170896146412,4.02800885409471,2.95848321974519
6.92880187821796,7.03272858836599,4.81036300951226
9.86982054566678,9.61460223407212,6.55799569486011
3.71855272524289,4.32898862727199,2.09148391538065
3.71855272524289,4.32898862727199,2.09148391538065
7.4454010328036,9.33739717485978,5.88124879724436
1.63987508220292,6.12677660336003,2.78254879179913
3.71855272524289,4.32898862727199,2.09148391538065
3.71855272524289,6.12677660336003,2.78254879179913
10.626761356736,7.87108114198057,5.32477262322963
10.626761356736,7.87108114198057,5.32477262322963
10.626761356736,7.87108114198057,5.32477262322963
-1,-1,-1
3.40857824438833,2.9324968900701,3.99889357831155
3.97846464500678,4.89612955447707,3.18364233862874
3.15885671449516,2.85125480626423,4.27282064402795
5.80267407820257,1.12614144857649,1.22254877717031
3.05364756328238,4.68648120295277,2.87536428780538
3.05364756328238,4.68648120295277,2.87536428780538
5.11683858611862,5.18482102073204,3.50825378718925
3.47008447413465,5.89846055262907,3.17234985388865
3.47008447413465,5.89846055262907,3.17234985388865
3.77126749361668,4.89532661554107,4.13755186246912
2.99646471326895,3.18699027501668,4.13755186246912
2.72850525088379,3.50855698528066,4.0701385547497
3.8137137434599,2.99136845779841,3.55708385357574
0,0,0.342287753006659
0,0,0.342287753006659
2.40095355527821,0.978252920742778,2.51208276161313
3.70168244974713,3.09619472258682,4.21360831570461
0.600573306622854,2.85058746839597,2.79947026370975
4.27126434580429,4.68295857916068,5.25178126489728
3.25300408270446,2.8976423807945,4.16043842170941
1.77006565046568,1.01990497906478,2.63666895080445
0.296231746229819,0.365308870239622,0.0847724277710743
-1,-1,-1
-1,-1,-1
-1,-1,-1
4.08153820628512,4.88317049223125,5.6628907408802
7.95012020776081,7.79037583905524,4.40166469009609
2.94499910938373,4.10827547875248,4.87907287620138
3.35170896146412,4.02800885409471,2.95848321974519
4.46075254137385,4.61629910197579,2.50040571677934
2.12269615853142,5.11827224178688,2.94427083294676
2.12269615853142,5.11827224178688,2.94427083294676
3.13247281695154,3.98448163742278,3.23634194490774
3.26426933263721,4.03938579112403,3.03752043502453
-1,-1,-1
2.72542781927913,4.75900534599396,2.60845139381578
3.2431554260128,4.14596277580472,2.92672908096563
2.35282163422633,1.68069291547236,6.85302831198748
0.0699514088249651,0,3.75979247570012
0.302017521683542,0,6.85302831198748
-1,-1,-1
2.35282163422633,1.2416484754068,5.68470811850742
-1,-1,-1
-1,-1,-1
-1,-1,-1
3.70168244974713,3.09619472258682,4.21360831570461
2.854694039677,3.52143483730945,3.95968371779198
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
7.25533018709351,5.97435178220759,5.04474764200041
4.05974173309755,4.05440766379031,2.02004549369916
4.05974173309755,4.30836083220992,3.54190969356809
4.05974173309755,4.05440766379031,2.02004549369916
4.05974173309755,4.05440766379031,2.02004549369916
4.05974173309755,4.05440766379031,2.02004549369916
4.05974173309755,4.05440766379031,2.02004549369916
4.05974173309755,4.05440766379031,2.02004549369916
-1,-1,-1
3.22794598096349,4.1470876156365,3.94967386851694
3.22794598096349,4.1470876156365,3.94967386851694
-1,-1,-1
-1,-1,-1
6.54968964697471,2.15864939190312,0.444612986973811
1.7138674614858,5.47872738481482,2.34920091844559
2.01711890649429,5.2028501097773,3.40443831500575
1.76533507550398,6.04037552561529,1.03319127764478
2.74855354640017,4.74708251460326,2.60302914109796
3.52317384151174,1.4054742131296,5.03342809632339
3.70963638696246,3.75629942561203,4.21142966158303
-1,-1,-1
0.270177921850619,0.101974091061372,5.03342809632339
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
2.78463936389614,3.69970170777686,3.84796418860639
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
6.0290644053513,4.82200951962015,5.88134080117563
0.0161324642352206,0,0
3.06922868030576,1.42778136933333,5.18718535287399
3.06922868030576,1.42778136933333,5.18718535287399
-1,-1,-1
3.70309203295194,5.77671253832886,8.00377615021295
3.51942899587223,2.25148358575277,4.41229186513579
0.225809783023256,0,0
0.225809783023256,0,0
-1,-1,-1
5.75409727367701,7.02709317769253,6.85905225019308
2.36937390350462,5.77584744905853,0.991108738024492
4.83376167778925,7.25643903330952,2.96780647134596
-1,-1,-1
1.95370200434032,2.80186477589883,5.09531897278119
1.95370200434032,2.80186477589883,5.09531897278119
4.45195794488505,5.46962900705795,4.55037813548217
2.94499910938373,4.10827547875248,4.87907287620138
3.35170896146412,4.02800885409471,2.95848321974519
1.19550293274061,0.987017198819146,0.26965187571159
3.52317384151174,1.4054742131296,5.03342809632339
0.270177921850619,0.101974091061372,5.03342809632339
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
15.0503485968684,6.10318610034413,2.6677636689516
2.92741351543854,11.5163169898152,4.24647394189691
15.0503485968684,6.10318610034413,2.6677636689516
15.0503485968684,6.10318610034413,2.6677636689516
15.0503485968684,6.10318610034413,2.6677636689516
2.92741351543854,11.5163169898152,4.24647394189691
2.92741351543854,11.5163169898152,4.24647394189691
2.92741351543854,11.5163169898152,4.24647394189691
2.92741351543854,11.5163169898152,4.24647394189691
2.15174115935206,5.56103329087771,2.39714167469992
2.15174115935206,5.56103329087771,2.39714167469992
-1,-1,-1
-1,-1,-1
2.92741351543854,11.5163169898152,4.24647394189691
12.5332968000032,5.06948942526032,3.21101890394551
8.36022440109293,9.24897004712186,7.81943047251773
-1,-1,-1
3.14119608238296,4.5656317524053,3.85042552866275
-1,-1,-1
3.20627609877315,3.60988625533603,3.57120997660187
3.20627609877315,3.60988625533603,3.57120997660187
4.84588473909258,15.7495189819178,2.43371982951099
4.84588473909258,15.7495189819178,2.43371982951099
4.84588473909258,15.7495189819178,2.43371982951099
2.19901189208786,6.20911790414968,1.73451948526794
2.19901189208786,6.20911790414968,1.73451948526794
5.09270760009807,3.78871371693895,4.83165286870981
5.09270760009807,3.78871371693895,4.83165286870981
3.26426933263721,4.03938579112403,3.03752043502453
3.25300408270446,9.03946623175292,4.16043842170941
4.27656013988059,1.55182712743381,4.12957222664893
3.15885671449516,2.85125480626423,4.27282064402795
5.12378280050015,6.59651385209577,5.16805201386181
0.946506478309255,6.59651385209577,0.247676824364412
5.23934269214225,6.01908905294522,1.60809118684428
-1,-1,-1
-1,-1,-1
2.94499910938373,4.10827547875248,4.87907287620138
3.35170896146412,4.02800885409471,2.95848321974519
-1,-1,-1
3.41119705485077,3.82023024604704,3.14238105028942
5.3655655500933,7.23905731691201,6.76919392683013
5.20974473842293,3.49080255880319,0.721418410797836
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
3.03321019709392,3.56476667225142,5.30731726909914
3.03321019709392,3.56476667225142,5.30731726909914
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
2.65200554276603,3.40875688339838,4.21440130085314
-1,-1,-1
3.07085161501038,4.30280983636694,2.90377750840451
-1,-1,-1
2.89108787103173,3.5536047493509,3.90048532787007
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
0.440673506890835,10.2633904205663,1.64736322079277
0,0.0730303633308262,0
4.81048902589421,7.36848157603037,4.59816195014017
-1,-1,-1
3.8117385445532,6.32328169795696,4.16043842170941
0.225809783023256,0,0
2.83429221011113,4.10218693904171,3.37946133950786
5.60543210952201,7.29538301823944,6.41758533374562
5.60543210952201,7.29538301823944,6.41758533374562
-1,-1,-1
2.84189040886332,3.5176413537567,3.9733905097179
-1,-1,-1
0.225809783023256,0,0
1.01173974207421,6.2049118244663,1.37570483662216
3.31127924830232,3.61195702639722,3.46944968848861
-1,-1,-1
2.96970277420596,3.2190962446696,4.13216049066617
3.50044933600028,2.73493717367892,4.07245706439409
3.50044933600028,2.73493717367892,4.07245706439409
4.67262631819905,3.50254731675008,6.23167273218069
4.67262631819905,3.50254731675008,1.82049471686918
5.05794483520122,2.43092021226911,4.9764389055527
5.02174943070576,5.80195379559913,5.78637410531305
5.02174943070576,5.80195379559913,5.78637410531305
2.03185723764984,6.97913970699275,3.11746227993607
2.03185723764984,6.97913970699275,3.11746227993607
-1,-1,-1
9.36582631506932,7.03272858836599,4.81036300951226
9.36582631506932,7.03272858836599,4.81036300951226
9.86982054566678,9.61460223407212,6.55799569486011
9.36582631506932,7.03272858836599,4.81036300951226
0.432649085623073,7.72111529426715,0.0172155260527832
1.7138674614858,5.47872738481482,2.34920091844559
2.01711890649429,5.2028501097773,3.40443831500575
2.01711890649429,5.2028501097773,3.40443831500575
2.94499910938373,4.10827547875248,4.87907287620138
3.35170896146412,4.02800885409471,2.95848321974519
2.94499910938373,4.10827547875248,4.87907287620138
3.35170896146412,4.02800885409471,2.95848321974519
3.12148354402839,3.14537998941424,4.07060568166175
3.12148354402839,3.14537998941424,4.07060568166175
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
11.9058250008973,10.2705607010014,13.8890713316815
5.00208368500904,2.53888704509366,2.40901583462217
3.25300408270446,6.32328169795696,4.16043842170941
7.7002699096773,6.79028126695164,3.90613358520334
3.86746108496673,4.46572744494126,2.02590226316187
4.27126434580429,4.83957125736801,5.25178126489728
2.40095355527821,0.978252920742778,2.51208276161313
2.64066337816388,2.64222685226625,2.18394872848388
3.04730574934651,3.77999414038408,3.54220404187853
2.88070714041567,3.40513295937594,4.04338218899073
1.29139270750899,2.65261219397414,0.724107559111509
1.29139270750899,2.65261219397414,0.724107559111509
1.29139270750899,2.65261219397414,0.724107559111509
12.6849555975106,2.65261219397414,2.55305517179319
1.29139270750899,2.65261219397414,0.724107559111509
1.29139270750899,2.65261219397414,0.724107559111509
1.29139270750899,2.65261219397414,0.724107559111509
-1,-1,-1
-1,-1,-1
1.29139270750899,2.65261219397414,0.724107559111509
4.10716510124132,4.12356328140162,3.4658891282008
14.6038902293395,5.63409673082934,7.08170123499529
14.6038902293395,5.63409673082934,7.08170123499529
14.6038902293395,4.60853994617529,7.08170123499529
14.6038902293395,5.63409673082934,7.08170123499529
14.6038902293395,5.63409673082934,7.08170123499529
14.6038902293395,4.60853994617529,7.08170123499529
14.6038902293395,4.60853994617529,7.08170123499529
14.6038902293395,4.60853994617529,7.08170123499529
14.6038902293395,4.60853994617529,7.08170123499529
14.6038902293395,4.60853994617529,7.08170123499529
14.6038902293395,5.63409673082934,7.08170123499529
14.6038902293395,4.60853994617529,7.08170123499529
14.6038902293395,4.60853994617529,7.08170123499529
3.84322209372888,3.50145462613046,3.0183570942583
14.6038902293395,4.60853994617529,7.08170123499529
14.6038902293395,4.60853994617529,7.08170123499529
14.6038902293395,5.63409673082934,7.08170123499529
14.6038902293395,4.60853994617529,7.08170123499529
14.6038902293395,5.63409673082934,7.08170123499529
3.84322209372888,3.50145462613046,3.0183570942583
14.6038902293395,4.60853994617529,7.08170123499529
14.6038902293395,4.60853994617529,7.08170123499529
14.6038902293395,4.60853994617529,7.08170123499529
14.6038902293395,4.60853994617529,7.08170123499529
14.6038902293395,4.60853994617529,7.08170123499529
14.6038902293395,4.60853994617529,7.08170123499529
14.6038902293395,4.60853994617529,7.08170123499529
14.6038902293395,5.63409673082934,7.08170123499529
14.6038902293395,4.60853994617529,7.08170123499529
14.6038902293395,5.63409673082934,7.08170123499529
14.6038902293395,4.60853994617529,7.08170123499529
0.191586223774737,0.225157922938007,0.407413536785028
4.10716510124132,4.12356328140162,3.4658891282008
5.00911754710956,5.96091680950276,2.07945404436858
9.81614428500877,8.31800881783742,5.98905831768553
9.81614428500877,8.31800881783742,5.98905831768553
9.81614428500877,8.31800881783742,5.98905831768553
9.81614428500877,8.31800881783742,5.98905831768553
5.2370613617881,5.23036398058168,2.23295888686359
0.633704442692272,0,0.101872288925193
0.633704442692272,0,0.101872288925193
6.33617766172799,5.16097759291104,4.78989342946093
6.43428591722268,1.43662337463287,0.223699460872568
4.57122482190049,2.98894916580453,2.61479793261665
6.53350045842856,7.27336594354726,4.23340960304184
6.53350045842856,7.27336594354726,4.23340960304184
6.53350045842856,7.27336594354726,4.23340960304184
4.57122482190049,2.98894916580453,2.61479793261665
6.92880187821796,7.03272858836599,4.81036300951226
4.57122482190049,2.98894916580453,2.61479793261665
6.92880187821796,7.03272858836599,4.81036300951226
6.53350045842856,7.27336594354726,4.23340960304184
4.57122482190049,2.98894916580453,2.61479793261665
6.92880187821796,7.03272858836599,4.81036300951226
4.57122482190049,2.98894916580453,2.61479793261665
6.53350045842856,7.27336594354726,4.23340960304184
4.57122482190049,2.98894916580453,2.61479793261665
